MQ3_raw,MQ135_raw,MQ2_raw,label
960,1270,330,Interference
960,1269,334,Interference
960,1269,336,Interference
960,1267,335,Interference
960,1268,333,Interference
959,1266,335,Interference
961,1269,334,Interference
959,1269,335,Interference
960,1271,335,Interference
960,1270,335,Interference
961,1269,334,Interference
959,1267,333,Interference
960,1269,334,Interference
959,1270,335,Interference
962,1271,332,Interference
960,1271,333,Interference
960,1271,335,Interference
959,1270,331,Interference
961,1268,334,Interference
960,1269,334,Interference
960,1269,334,Interference
961,1267,334,Interference
960,1270,334,Interference
960,1267,334,Interference
959,1268,331,Interference
958,1269,331,Interference
957,1266,330,Interference
959,1267,333,Interference
959,1268,331,Interference
951,1268,333,Interference
951,1266,330,Interference
950,1267,330,Interference
949,1265,332,Interference
949,1267,331,Interference
950,1266,330,Interference
951,1269,333,Interference
959,1268,334,Interference
950,1265,330,Interference
952,1267,331,Interference
951,1267,333,Interference
949,1267,332,Interference
951,1266,329,Interference
951,1268,332,Interference
950,1265,335,Interference
953,1269,336,Interference
953,1268,333,Interference
950,1269,336,Interference
948,1266,332,Interference
951,1265,332,Interference
948,1266,330,Interference
951,1267,327,Interference
950,1266,329,Interference
951,1267,331,Interference
956,1267,335,Interference
954,1266,335,Interference
950,1264,333,Interference
950,1265,331,Interference
946,1265,335,Interference
955,1266,333,Interference
953,1265,333,Interference
950,1266,334,Interference
951,1266,335,Interference
951,1266,333,Interference
957,1265,333,Interference
947,1266,327,Interference
949,1266,335,Interference
949,1264,332,Interference
950,1265,331,Interference
955,1266,333,Interference
950,1265,333,Interference
947,1265,332,Interference
951,1267,336,Interference
949,1264,332,Interference
951,1264,334,Interference
947,1265,331,Interference
951,1266,327,Interference
947,1264,332,Interference
946,1266,333,Interference
954,1264,333,Interference
954,1267,334,Interference
950,1264,333,Interference
948,1264,332,Interference
947,1264,330,Interference
949,1266,334,Interference
949,1264,331,Interference
953,1265,331,Interference
955,1266,332,Interference
951,1265,334,Interference
946,1265,331,Interference
951,1266,334,Interference
958,1266,334,Interference
954,1267,331,Interference
959,1268,335,Interference
959,1267,334,Interference
959,1266,335,Interference
959,1269,335,Interference
958,1269,334,Interference
958,1267,333,Interference
960,1267,332,Interference
959,1268,334,Interference
959,1267,334,Interference
960,1269,334,Interference
958,1266,334,Interference
959,1266,331,Interference
958,1267,333,Interference
960,1269,331,Interference
958,1267,329,Interference
959,1267,334,Interference
958,1266,333,Interference
957,1267,333,Interference
957,1267,333,Interference
958,1269,334,Interference
957,1267,331,Interference
957,1269,331,Interference
960,1266,333,Interference
959,1267,333,Interference
960,1269,333,Interference
960,1269,331,Interference
958,1268,331,Interference
958,1268,333,Interference
960,1268,334,Interference
960,1269,334,Interference
959,1268,330,Interference
961,1270,335,Interference
960,1270,335,Interference
960,1271,333,Interference
960,1270,335,Interference
960,1267,331,Interference
961,1271,336,Interference
956,1267,330,Interference
958,1267,332,Interference
961,1267,334,Interference
959,1267,335,Interference
959,1267,333,Interference
960,1267,334,Interference
958,1267,333,Interference
959,1266,331,Interference
960,1269,336,Interference
959,1269,334,Interference
960,1269,331,Interference
959,1267,334,Interference
959,1267,334,Interference
960,1269,335,Interference
960,1268,334,Interference
959,1267,333,Interference
961,1267,332,Interference
955,1267,332,Interference
959,1267,333,Interference
960,1267,331,Interference
959,1270,334,Interference
960,1267,333,Interference
960,1269,334,Interference
960,1269,335,Interference
961,1269,335,Interference
960,1269,336,Interference
960,1267,335,Interference
960,1269,334,Interference
959,1270,333,Interference
960,1271,333,Interference
962,1270,335,Interference
962,1271,335,Interference
959,1271,334,Interference
960,1271,331,Interference
960,1267,330,Interference
961,1269,332,Interference
960,1269,336,Interference
959,1269,332,Interference
960,1270,335,Interference
960,1269,333,Interference
959,1270,336,Interference
961,1272,335,Interference
960,1271,336,Interference
961,1269,334,Interference
962,1270,336,Interference
959,1269,334,Interference
961,1270,334,Interference
961,1271,333,Interference
963,1270,333,Interference
959,1267,334,Interference
960,1269,333,Interference
960,1269,335,Interference
961,1269,335,Interference
962,1271,335,Interference
960,1268,336,Interference
961,1272,336,Interference
959,1270,333,Interference
961,1270,335,Interference
960,1271,335,Interference
960,1271,334,Interference
959,1269,334,Interference
960,1270,330,Interference
959,1269,331,Interference
960,1271,332,Interference
959,1267,331,Interference
959,1268,330,Interference
958,1268,330,Interference
958,1269,331,Interference
960,1269,330,Interference
959,1269,329,Interference
960,1270,330,Interference
960,1269,333,Interference
960,1268,333,Interference
958,1269,334,Interference
960,1269,333,Interference
961,1273,335,Interference
960,1269,333,Interference
959,1269,331,Interference
960,1269,333,Interference
958,1269,327,Interference
960,1269,332,Interference
960,1269,331,Interference
962,1269,330,Interference
960,1268,333,Interference
960,1269,334,Interference
960,1270,331,Interference
959,1269,334,Interference
961,1266,333,Interference
960,1269,333,Interference
960,1267,335,Interference
959,1267,333,Interference
960,1267,333,Interference
958,1267,331,Interference
958,1265,333,Interference
960,1268,331,Interference
959,1266,335,Interference
959,1269,331,Interference
957,1265,330,Interference
960,1267,333,Interference
958,1267,331,Interference
959,1267,332,Interference
959,1267,330,Interference
958,1266,331,Interference
957,1267,333,Interference
958,1266,333,Interference
959,1266,332,Interference
959,1267,331,Interference
955,1266,327,Interference
961,1267,331,Interference
960,1267,335,Interference
959,1267,331,Interference
959,1267,332,Interference
961,1267,335,Interference
960,1269,335,Interference
959,1269,335,Interference
960,1267,334,Interference
961,1269,331,Interference
960,1267,335,Interference
960,1267,331,Interference
958,1267,333,Interference
959,1266,332,Interference
960,1267,335,Interference
959,1267,329,Interference
958,1267,330,Interference
960,1269,330,Interference
959,1267,330,Interference
959,1267,330,Interference
959,1269,330,Interference
960,1269,334,Interference
959,1267,332,Interference
959,1269,331,Interference
958,1271,334,Interference
959,1270,334,Interference
959,1270,331,Interference
959,1268,333,Interference
961,1270,327,Interference
960,1269,334,Interference
960,1267,334,Interference
960,1267,334,Interference
960,1267,333,Interference
960,1269,334,Interference
960,1268,331,Interference
960,1267,329,Interference
960,1270,331,Interference
961,1269,336,Interference
960,1269,334,Interference
960,1268,333,Interference
959,1267,334,Interference
954,1264,333,Interference
955,1265,333,Interference
955,1265,331,Interference
954,1264,331,Interference
957,1265,335,Interference
955,1265,330,Interference
956,1264,334,Interference
955,1266,334,Interference
955,1265,333,Interference
957,1266,333,Interference
955,1266,335,Interference
955,1265,332,Interference
955,1266,331,Interference
955,1265,330,Interference
955,1265,330,Interference
955,1265,334,Interference
955,1266,335,Interference
955,1264,331,Interference
957,1265,333,Interference
954,1266,333,Interference
957,1266,334,Interference
957,1264,331,Interference
955,1266,331,Interference
957,1266,334,Interference
955,1265,334,Interference
955,1268,335,Interference
954,1266,331,Interference
956,1265,332,Interference
954,1265,333,Interference
956,1266,331,Interference
957,1269,333,Interference
955,1269,332,Interference
954,1268,333,Interference
958,1267,332,Interference
957,1267,334,Interference
958,1267,333,Interference
957,1267,336,Interference
954,1267,333,Interference
954,1266,334,Interference
955,1265,332,Interference
959,1267,333,Interference
957,1268,333,Interference
959,1267,332,Interference
958,1269,334,Interference
954,1266,332,Interference
957,1265,331,Interference
955,1266,332,Interference
961,1269,335,Interference
962,1267,335,Interference
961,1267,331,Interference
959,1271,333,Interference
960,1269,330,Interference
959,1269,333,Interference
961,1269,335,Interference
961,1270,335,Interference
961,1268,333,Interference
954,1266,336,Interference
951,1267,331,Interference
955,1269,334,Interference
953,1268,331,Interference
957,1269,335,Interference
955,1269,333,Interference
953,1267,335,Interference
954,1267,335,Interference
955,1269,334,Interference
958,1269,330,Interference
957,1268,336,Interference
952,1267,335,Interference
954,1267,333,Interference
955,1267,334,Interference
954,1265,333,Interference
960,1271,334,Interference
950,1264,331,Interference
957,1267,336,Interference
953,1265,333,Interference
950,1266,332,Interference
954,1265,332,Interference
955,1267,335,Interference
955,1267,335,Interference
957,1267,331,Interference
957,1268,330,Interference
954,1269,334,Interference
954,1268,332,Interference
957,1270,335,Interference
957,1271,331,Interference
955,1269,334,Interference
951,1268,333,Interference
957,1267,332,Interference
954,1267,334,Interference
950,1267,333,Interference
953,1270,335,Interference
951,1267,335,Interference
949,1265,333,Interference
957,1266,332,Interference
957,1266,329,Interference
954,1265,330,Interference
951,1267,331,Interference
955,1265,330,Interference
953,1265,333,Interference
954,1266,332,Interference
957,1267,334,Interference
955,1267,335,Interference
957,1267,334,Interference
951,1267,331,Interference
948,1265,329,Interference
953,1264,333,Interference
950,1266,332,Interference
949,1265,331,Interference
958,1268,330,Interference
948,1267,331,Interference
948,1267,330,Interference
955,1269,334,Interference
954,1269,334,Interference
955,1267,333,Interference
947,1267,334,Interference
953,1267,335,Interference
953,1267,334,Interference
957,1266,336,Interference
949,1266,333,Interference
951,1266,331,Interference
954,1266,334,Interference
953,1267,334,Interference
949,1267,334,Interference
951,1267,329,Interference
946,1265,327,Interference
954,1265,334,Interference
951,1269,332,Interference
953,1267,334,Interference
953,1267,332,Interference
953,1265,332,Interference
951,1267,335,Interference
957,1268,330,Interference
956,1269,329,Interference
950,1266,331,Interference
951,1267,331,Interference
954,1267,330,Interference
955,1267,330,Interference
951,1267,334,Interference
960,1269,333,Interference
960,1269,333,Interference
959,1267,330,Interference
960,1269,331,Interference
961,1269,329,Interference
960,1271,331,Interference
961,1271,334,Interference
960,1271,334,Interference
960,1269,334,Interference
960,1269,335,Interference
962,1269,333,Interference
961,1271,336,Interference
960,1270,336,Interference
961,1269,334,Interference
962,1270,333,Interference
961,1270,334,Interference
960,1269,332,Interference
960,1271,335,Interference
961,1269,332,Interference
961,1269,329,Interference
961,1270,332,Interference
961,1267,333,Interference
960,1270,333,Interference
960,1268,332,Interference
961,1269,334,Interference
961,1271,333,Interference
963,1274,332,Interference
961,1271,335,Interference
962,1273,335,Interference
961,1270,331,Interference
963,1271,333,Interference
962,1271,335,Interference
963,1269,335,Interference
960,1270,333,Interference
963,1270,334,Interference
961,1270,334,Interference
963,1270,335,Interference
960,1267,331,Interference
961,1271,333,Interference
963,1270,333,Interference
962,1271,333,Interference
960,1271,333,Interference
963,1274,334,Interference
962,1271,335,Interference
962,1269,334,Interference
960,1270,333,Interference
960,1270,334,Interference
963,1270,334,Interference
965,1269,336,Interference
963,1273,336,Interference
963,1270,334,Interference
959,1269,331,Interference
962,1271,335,Interference
960,1269,330,Interference
961,1269,330,Interference
963,1271,335,Interference
965,1269,336,Interference
963,1271,335,Interference
961,1270,332,Interference
961,1269,331,Interference
962,1271,334,Interference
960,1269,329,Interference
961,1270,333,Interference
962,1270,333,Interference
962,1270,333,Interference
961,1269,333,Interference
960,1269,329,Interference
961,1273,329,Interference
962,1273,333,Interference
960,1271,333,Interference
960,1271,334,Interference
963,1271,332,Interference
962,1270,331,Interference
962,1270,336,Interference
961,1273,332,Interference
962,1272,332,Interference
961,1271,331,Interference
962,1270,332,Interference
962,1274,330,Interference
963,1275,331,Interference
961,1274,335,Interference
960,1274,334,Interference
960,1270,331,Interference
961,1271,331,Interference
961,1270,332,Interference
960,1269,331,Interference
961,1270,332,Interference
961,1270,333,Interference
961,1270,334,Interference
961,1271,332,Interference
960,1271,332,Interference
959,1270,326,Interference
963,1271,331,Interference
961,1271,329,Interference
960,1271,331,Interference
960,1269,333,Interference
961,1270,331,Interference
961,1270,333,Interference
961,1270,329,Interference
961,1269,330,Interference
961,1270,331,Interference
960,1271,331,Interference
960,1269,331,Interference
962,1271,333,Interference
962,1273,334,Interference
963,1270,332,Interference
961,1270,335,Interference
961,1273,332,Interference
961,1269,331,Interference
959,1268,333,Interference
961,1268,333,Interference
961,1269,331,Interference
961,1270,331,Interference
961,1269,330,Interference
960,1268,331,Interference
960,1267,329,Interference
960,1267,329,Interference
960,1269,333,Interference
960,1270,330,Interference
961,1270,329,Interference
961,1271,331,Interference
960,1270,334,Interference
962,1270,332,Interference
961,1270,330,Interference
960,1270,330,Interference
961,1270,332,Interference
960,1269,333,Interference
961,1270,331,Interference
961,1268,335,Interference
961,1267,330,Interference
960,1269,331,Interference
962,1270,335,Interference
962,1270,334,Interference
960,1270,332,Interference
962,1271,330,Interference
961,1270,335,Interference
961,1271,333,Interference
961,1271,335,Interference
961,1272,335,Interference
959,1271,332,Interference
958,1270,334,Interference
960,1269,334,Interference
959,1269,336,Interference
961,1269,333,Interference
959,1270,334,Interference
960,1270,334,Interference
961,1270,334,Interference
962,1271,335,Interference
960,1271,332,Interference
961,1273,336,Interference
960,1269,336,Interference
962,1271,334,Interference
960,1271,334,Interference
961,1270,333,Interference
963,1271,334,Interference
961,1271,335,Interference
961,1271,331,Interference
963,1270,335,Interference
961,1270,335,Interference
966,1273,333,Interference
961,1270,331,Interference
961,1271,329,Interference
961,1271,334,Interference
961,1269,333,Interference
961,1269,333,Interference
960,1274,333,Interference
962,1273,332,Interference
960,1271,331,Interference
961,1271,334,Interference
962,1271,333,Interference
960,1270,332,Interference
961,1270,335,Interference
963,1269,333,Interference
961,1271,335,Interference
962,1271,334,Interference
963,1273,334,Interference
963,1271,332,Interference
960,1273,333,Interference
962,1274,335,Interference
961,1274,333,Interference
962,1273,335,Interference
963,1271,336,Interference
963,1263,332,Interference
961,1270,328,Interference
961,1271,330,Interference
962,1271,331,Interference
963,1272,334,Interference
961,1270,332,Interference
961,1271,334,Interference
963,1270,333,Interference
964,1273,335,Interference
963,1271,333,Interference
962,1274,333,Interference
963,1275,332,Interference
962,1270,335,Interference
963,1275,334,Interference
961,1271,331,Interference
963,1271,335,Interference
962,1271,332,Interference
963,1271,331,Interference
962,1270,334,Interference
964,1271,333,Interference
965,1271,333,Interference
964,1271,334,Interference
963,1273,331,Interference
963,1273,333,Interference
965,1274,333,Interference
966,1273,334,Interference
962,1269,334,Interference
961,1272,334,Interference
965,1271,335,Interference
962,1274,332,Interference
963,1272,336,Interference
963,1277,336,Interference
964,1273,334,Interference
962,1273,335,Interference
965,1275,333,Interference
963,1276,333,Interference
962,1277,333,Interference
962,1273,333,Interference
965,1271,333,Interference
963,1272,335,Interference
964,1274,335,Interference
964,1274,336,Interference
963,1273,335,Interference
961,1271,330,Interference
962,1273,327,Interference
961,1272,331,Interference
960,1271,327,Interference
961,1271,329,Interference
962,1271,332,Interference
963,1275,333,Interference
962,1274,333,Interference
963,1271,334,Interference
961,1271,334,Interference
962,1271,333,Interference
962,1271,332,Interference
961,1269,331,Interference
961,1271,333,Interference
963,1273,334,Interference
963,1273,334,Interference
961,1269,331,Interference
961,1271,331,Interference
960,1270,335,Interference
962,1270,333,Interference
961,1271,334,Interference
962,1273,334,Interference
962,1275,334,Interference
962,1270,331,Interference
962,1275,334,Interference
964,1271,336,Interference
965,1273,336,Interference
963,1271,333,Interference
961,1271,333,Interference
963,1274,335,Interference
963,1269,333,Interference
961,1270,331,Interference
962,1273,333,Interference
961,1271,335,Interference
963,1274,335,Interference
961,1271,331,Interference
960,1270,331,Interference
962,1273,333,Interference
961,1270,334,Interference
962,1271,333,Interference
962,1271,334,Interference
964,1274,336,Interference
961,1274,333,Interference
961,1273,333,Interference
960,1269,334,Interference
963,1265,333,Interference
960,1272,335,Interference
962,1273,334,Interference
963,1271,335,Interference
962,1273,332,Interference
962,1269,332,Interference
960,1271,331,Interference
960,1273,329,Interference
963,1273,331,Interference
961,1271,330,Interference
963,1273,331,Interference
962,1270,329,Interference
962,1273,331,Interference
963,1271,329,Interference
960,1269,329,Interference
963,1273,331,Interference
962,1271,333,Interference
963,1274,335,Interference
965,1270,333,Interference
965,1274,336,Interference
963,1273,335,Interference
963,1271,334,Interference
962,1271,331,Interference
962,1271,332,Interference
963,1272,333,Interference
964,1274,333,Interference
961,1271,331,Interference
962,1271,331,Interference
963,1270,332,Interference
964,1273,333,Interference
962,1274,336,Interference
962,1271,334,Interference
965,1271,335,Interference
962,1273,335,Interference
963,1271,335,Interference
964,1274,335,Interference
958,1266,334,Interference
959,1269,335,Interference
959,1273,333,Interference
957,1270,335,Interference
951,1267,332,Interference
960,1270,335,Interference
951,1266,333,Interference
958,1269,334,Interference
958,1273,333,Interference
957,1269,331,Interference
959,1268,334,Interference
954,1267,332,Interference
960,1269,336,Interference
957,1270,333,Interference
961,1269,331,Interference
955,1269,332,Interference
955,1271,333,Interference
957,1269,334,Interference
960,1267,333,Interference
958,1270,334,Interference
960,1270,332,Interference
955,1270,335,Interference
958,1271,330,Interference
958,1269,333,Interference
961,1271,335,Interference
956,1267,332,Interference
955,1270,333,Interference
960,1271,334,Interference
955,1268,333,Interference
958,1269,331,Interference
956,1269,333,Interference
955,1270,334,Interference
957,1270,333,Interference
956,1269,335,Interference
960,1272,334,Interference
957,1271,333,Interference
955,1267,335,Interference
955,1269,333,Interference
959,1271,331,Interference
957,1269,332,Interference
954,1266,330,Interference
957,1269,333,Interference
953,1268,334,Interference
957,1269,335,Interference
959,1270,336,Interference
953,1268,333,Interference
959,1270,332,Interference
954,1271,331,Interference
955,1270,331,Interference
962,1270,333,Interference
965,1273,334,Interference
965,1273,334,Interference
961,1271,335,Interference
964,1270,335,Interference
964,1273,334,Interference
963,1274,334,Interference
962,1270,335,Interference
964,1271,336,Interference
963,1271,332,Interference
963,1270,334,Interference
960,1271,331,Interference
963,1273,333,Interference
964,1270,335,Interference
963,1270,334,Interference
964,1271,334,Interference
963,1269,330,Interference
962,1273,331,Interference
961,1271,329,Interference
962,1271,328,Interference
965,1271,333,Interference
960,1270,331,Interference
963,1269,331,Interference
961,1271,331,Interference
962,1273,333,Interference
962,1275,333,Interference
962,1271,331,Interference
963,1271,332,Interference
963,1271,334,Interference
962,1271,331,Interference
961,1271,332,Interference
963,1273,332,Interference
962,1273,335,Interference
963,1271,333,Interference
965,1270,335,Interference
963,1271,333,Interference
963,1271,333,Interference
962,1274,331,Interference
964,1274,334,Interference
966,1273,333,Interference
965,1275,336,Interference
965,1270,336,Interference
966,1273,334,Interference
964,1273,335,Interference
966,1271,335,Interference
965,1271,335,Interference
967,1271,336,Interference
967,1273,336,Interference
964,1271,334,Interference
962,1271,335,Interference
965,1271,334,Interference
966,1274,333,Interference
965,1273,335,Interference
963,1271,333,Interference
964,1273,330,Interference
965,1275,335,Interference
963,1273,336,Interference
963,1273,333,Interference
963,1274,333,Interference
964,1274,333,Interference
963,1271,335,Interference
963,1273,335,Interference
963,1274,336,Interference
963,1275,336,Interference
964,1275,334,Interference
971,1279,335,TB
972,1279,334,TB
975,1279,336,TB
975,1278,336,TB
975,1278,335,TB
976,1279,336,TB
973,1278,336,TB
975,1280,335,TB
973,1279,334,TB
974,1280,334,TB
974,1279,334,TB
975,1280,335,TB
972,1277,335,TB
974,1279,336,TB
973,1279,335,TB
974,1279,333,TB
973,1277,334,TB
974,1278,336,TB
971,1279,334,TB
974,1277,334,TB
973,1279,331,TB
973,1277,335,TB
971,1278,334,TB
972,1278,332,TB
972,1278,331,TB
971,1279,335,TB
970,1277,333,TB
973,1275,332,TB
971,1275,336,TB
972,1275,335,TB
971,1278,335,TB
971,1277,334,TB
971,1277,333,TB
973,1277,334,TB
973,1276,332,TB
973,1279,333,TB
973,1278,332,TB
974,1278,333,TB
973,1276,334,TB
972,1275,331,TB
971,1276,334,TB
971,1275,333,TB
971,1274,332,TB
973,1277,335,TB
971,1278,335,TB
971,1275,334,TB
972,1275,333,TB
973,1277,333,TB
973,1277,334,TB
974,1277,336,TB
975,1279,335,TB
975,1279,335,TB
975,1276,331,TB
973,1279,333,TB
976,1277,335,TB
971,1277,333,TB
974,1278,335,TB
974,1277,333,TB
973,1277,329,TB
975,1278,335,TB
974,1278,334,TB
972,1277,335,TB
973,1275,334,TB
972,1277,336,TB
973,1277,333,TB
973,1276,334,TB
972,1278,333,TB
973,1278,334,TB
976,1278,333,TB
974,1279,335,TB
973,1278,336,TB
976,1278,334,TB
973,1279,333,TB
975,1279,333,TB
974,1279,334,TB
975,1278,335,TB
975,1279,334,TB
974,1279,333,TB
976,1278,335,TB
975,1277,334,TB
975,1279,335,TB
974,1277,335,TB
973,1278,333,TB
976,1279,336,TB
976,1277,336,TB
975,1278,335,TB
976,1279,336,TB
976,1279,336,TB
976,1279,336,TB
976,1279,336,TB
975,1277,335,TB
976,1280,336,TB
976,1278,336,TB
974,1277,336,TB
975,1278,335,TB
976,1278,336,TB
976,1278,336,TB
975,1279,335,TB
975,1280,336,TB
976,1279,336,TB
976,1279,335,TB
975,1279,336,TB
975,1277,334,TB
975,1278,334,TB
975,1277,335,TB
975,1277,333,TB
975,1279,335,TB
974,1274,334,TB
975,1277,336,TB
974,1279,333,TB
971,1275,332,TB
973,1275,334,TB
975,1278,333,TB
975,1278,335,TB
976,1279,336,TB
975,1279,336,TB
973,1279,334,TB
975,1279,336,TB
975,1278,336,TB
976,1279,336,TB
975,1279,337,TB
976,1278,336,TB
974,1277,335,TB
973,1277,335,TB
975,1279,336,TB
973,1279,336,TB
973,1279,336,TB
974,1280,336,TB
976,1280,336,TB
975,1277,336,TB
974,1277,335,TB
975,1278,336,TB
972,1277,334,TB
974,1278,336,TB
976,1280,336,TB
971,1279,336,TB
976,1280,336,TB
976,1279,335,TB
975,1279,336,TB
973,1280,336,TB
975,1278,335,TB
976,1279,336,TB
974,1279,335,TB
975,1278,336,TB
974,1277,335,TB
976,1279,336,TB
975,1279,336,TB
975,1277,336,TB
973,1279,335,TB
973,1279,335,TB
976,1279,337,TB
975,1278,336,TB
973,1277,335,TB
974,1279,336,TB
974,1278,334,TB
974,1278,336,TB
973,1279,335,TB
973,1279,336,TB
974,1279,336,TB
974,1280,336,TB
973,1279,335,TB
975,1279,331,TB
973,1280,334,TB
973,1278,335,TB
972,1278,336,TB
971,1279,334,TB
973,1278,334,TB
974,1279,336,TB
973,1279,337,TB
974,1280,336,TB
975,1279,336,TB
976,1281,336,TB
976,1280,336,TB
973,1278,335,TB
975,1279,336,TB
975,1277,336,TB
974,1276,336,TB
975,1279,336,TB
974,1279,337,TB
976,1281,336,TB
975,1279,336,TB
973,1279,336,TB
975,1278,336,TB
975,1279,336,TB
975,1279,335,TB
975,1278,334,TB
975,1279,335,TB
975,1277,336,TB
975,1278,334,TB
975,1278,336,TB
976,1280,336,TB
975,1277,336,TB
976,1279,336,TB
976,1279,336,TB
976,1278,335,TB
975,1276,335,TB
976,1279,336,TB
974,1279,336,TB
976,1278,336,TB
975,1278,336,TB
976,1277,334,TB
976,1277,336,TB
975,1277,334,TB
974,1278,336,TB
975,1278,336,TB
975,1278,335,TB
975,1279,336,TB
974,1279,337,TB
976,1280,336,TB
975,1279,336,TB
975,1279,336,TB
976,1280,336,TB
976,1279,336,TB
975,1279,336,TB
976,1279,336,TB
976,1281,336,TB
976,1281,336,TB
976,1278,336,TB
976,1279,336,TB
975,1278,335,TB
974,1278,336,TB
975,1278,336,TB
974,1280,336,TB
975,1279,336,TB
971,1279,336,TB
972,1279,336,TB
976,1278,338,TB
976,1279,336,TB
975,1279,335,TB
974,1279,335,TB
974,1279,336,TB
974,1279,335,TB
970,1278,330,TB
973,1279,335,TB
975,1278,336,TB
974,1279,336,TB
975,1279,335,TB
974,1277,336,TB
975,1277,335,TB
973,1278,335,TB
976,1279,336,TB
973,1279,334,TB
975,1279,336,TB
974,1278,336,TB
973,1278,335,TB
972,1279,333,TB
973,1278,334,TB
973,1277,334,TB
973,1279,336,TB
971,1279,334,TB
974,1279,334,TB
973,1279,336,TB
974,1279,336,TB
975,1277,336,TB
974,1278,336,TB
973,1278,336,TB
973,1278,335,TB
970,1279,334,TB
976,1278,336,TB
975,1279,336,TB
973,1279,333,TB
975,1280,336,TB
974,1277,332,TB
975,1279,335,TB
975,1278,336,TB
975,1279,333,TB
975,1278,335,TB
975,1281,336,TB
974,1279,336,TB
974,1278,335,TB
975,1276,335,TB
975,1279,336,TB
973,1279,335,TB
973,1276,335,TB
974,1277,333,TB
975,1279,336,TB
973,1278,336,TB
975,1279,335,TB
971,1277,336,TB
975,1279,336,TB
974,1279,335,TB
975,1279,333,TB
973,1278,336,TB
972,1279,333,TB
973,1279,335,TB
975,1277,336,TB
973,1277,335,TB
975,1278,336,TB
975,1278,336,TB
974,1276,334,TB
974,1278,334,TB
975,1279,335,TB
975,1278,335,TB
972,1278,331,TB
974,1279,334,TB
976,1278,336,TB
975,1277,335,TB
976,1278,336,TB
974,1280,335,TB
976,1278,336,TB
975,1279,336,TB
976,1279,336,TB
975,1280,336,TB
976,1279,336,TB
976,1278,336,TB
976,1280,336,TB
975,1279,335,TB
976,1279,336,TB
976,1279,336,TB
976,1280,335,TB
976,1278,335,TB
975,1279,335,TB
976,1277,336,TB
975,1280,336,TB
975,1279,336,TB
974,1276,333,TB
975,1278,334,TB
974,1278,336,TB
974,1279,336,TB
974,1278,336,TB
975,1279,336,TB
975,1280,336,TB
976,1281,334,TB
975,1278,336,TB
976,1279,336,TB
974,1279,334,TB
975,1279,335,TB
975,1281,335,TB
975,1277,336,TB
976,1278,336,TB
976,1279,336,TB
976,1278,334,TB
976,1279,335,TB
973,1280,333,TB
974,1279,334,TB
976,1279,336,TB
975,1279,335,TB
976,1277,336,TB
976,1279,335,TB
976,1277,335,TB
976,1279,336,TB
974,1279,334,TB
976,1279,334,TB
975,1279,336,TB
975,1279,336,TB
974,1278,335,TB
976,1280,336,TB
975,1277,335,TB
976,1278,336,TB
975,1280,336,TB
976,1279,336,TB
974,1279,336,TB
975,1278,336,TB
975,1278,334,TB
976,1279,336,TB
974,1279,336,TB
976,1279,334,TB
975,1278,334,TB
976,1279,336,TB
976,1279,335,TB
975,1279,337,TB
975,1279,336,TB
975,1279,335,TB
976,1279,336,TB
974,1280,336,TB
976,1280,336,TB
976,1278,336,TB
975,1277,336,TB
974,1278,336,TB
975,1279,336,TB
975,1279,335,TB
974,1280,336,TB
974,1276,335,TB
975,1276,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,335,TB
976,1279,336,TB
975,1279,336,TB
975,1278,336,TB
976,1278,336,TB
976,1279,335,TB
976,1280,336,TB
976,1279,339,TB
976,1281,338,TB
976,1277,337,TB
976,1278,337,TB
976,1279,336,TB
976,1278,336,TB
976,1280,337,TB
976,1281,337,TB
976,1279,337,TB
976,1279,336,TB
976,1279,337,TB
976,1278,337,TB
976,1279,338,TB
976,1279,337,TB
976,1278,337,TB
975,1279,336,TB
976,1280,336,TB
976,1279,338,TB
975,1278,337,TB
976,1280,337,TB
976,1280,339,TB
976,1279,336,TB
976,1280,336,TB
976,1280,338,TB
974,1278,336,TB
976,1280,336,TB
976,1280,336,TB
975,1278,336,TB
976,1280,337,TB
976,1279,336,TB
976,1279,337,TB
976,1279,339,TB
976,1279,336,TB
975,1280,336,TB
975,1280,337,TB
976,1280,337,TB
975,1279,337,TB
976,1279,336,TB
976,1280,336,TB
976,1280,337,TB
976,1279,337,TB
976,1279,336,TB
976,1279,336,TB
976,1279,337,TB
976,1279,336,TB
975,1280,336,TB
976,1280,338,TB
976,1278,338,TB
975,1278,337,TB
976,1280,338,TB
975,1278,337,TB
976,1279,336,TB
976,1280,337,TB
976,1280,336,TB
975,1282,337,TB
976,1279,336,TB
976,1279,337,TB
976,1278,336,TB
976,1277,337,TB
976,1279,336,TB
976,1278,336,TB
976,1279,337,TB
976,1278,337,TB
976,1278,337,TB
975,1279,337,TB
976,1280,336,TB
975,1279,336,TB
975,1280,336,TB
974,1278,336,TB
976,1278,336,TB
975,1278,338,TB
976,1278,337,TB
975,1279,336,TB
976,1277,338,TB
976,1279,336,TB
975,1279,336,TB
975,1281,339,TB
975,1280,336,TB
975,1278,336,TB
975,1277,335,TB
975,1277,335,TB
976,1278,336,TB
976,1279,336,TB
976,1279,337,TB
975,1280,336,TB
976,1279,336,TB
976,1279,336,TB
976,1280,336,TB
975,1279,336,TB
976,1279,337,TB
976,1278,336,TB
976,1278,336,TB
976,1279,336,TB
976,1279,336,TB
976,1277,332,TB
