MQ3_pct,MQ135_pct,MQ2_pct,label
0.010440303595980334,0.002187125886361484,0.004887414906615448,Healthy
0.004795385698796086,-0.016414955336587222,-0.009803921568627468,Healthy
0.011569287175417184,-0.0047886545722442804,-0.003927386978530301,Healthy
-0.0031074993572618604,-0.003238481136998555,0.0019491476115668653,Healthy
0.0014084349604855378,0.002187125886361484,0.0019491476115668653,Healthy
0.010440303595980334,0.0037372993216072095,0.007825682201664031,Healthy
-0.00423648293669871,-0.0063388280074900055,0.004887414906615448,Healthy
-0.0031074993572618604,-0.0024633944193756924,0.004887414906615448,Healthy
0.005924369278232936,0.0006369524511157586,0.013702216791761198,Healthy
0.009311320016543485,-0.0009132209841299668,0.007825682201664031,Healthy
0.008182336437106636,0.002187125886361484,0.0019491476115668653,Healthy
0.003666402119359237,-0.0024633944193756924,0.010763949496712616,Healthy
0.008182336437106636,0.0037372993216072095,0.007825682201664031,Healthy
0.004795385698796086,-0.0009132209841299668,-0.006865654273578884,Healthy
0.009311320016543485,-0.004013567854621418,-0.0009891196834817177,Healthy
-0.0019785157778250107,-0.00013813426650710416,0.004887414906615448,Healthy
0.0014084349604855378,-0.0024633944193756924,0.004887414906615448,Healthy
0.005924369278232936,-0.00013813426650710416,-0.0009891196834817177,Healthy
-0.0031074993572618604,0.0006369524511157586,0.007825682201664031,Healthy
0.005924369278232936,0.0006369524511157586,-0.009803921568627468,Healthy
0.010440303595980334,-0.0024633944193756924,0.007825682201664031,Healthy
-0.0008495321983881612,-0.00013813426650710416,0.0019491476115668653,Healthy
0.005924369278232936,0.0037372993216072095,0.007825682201664031,Healthy
0.005924369278232936,0.014588513368327288,0.028393553267004115,Healthy
0.005924369278232936,-0.0063388280074900055,0.0019491476115668653,Healthy
0.011569287175417184,0.0029622126039843466,0.013702216791761198,Healthy
0.00027945138104868827,-0.005563741289867143,0.004887414906615448,Healthy
0.005924369278232936,0.0045123860392300725,0.007825682201664031,Healthy
0.00027945138104868827,-0.003238481136998555,0.007825682201664031,Healthy
0.00027945138104868827,0.0029622126039843466,0.0019491476115668653,Healthy
-0.0031074993572618604,0.0045123860392300725,0.007825682201664031,Healthy
0.0014084349604855378,0.0037372993216072095,0.004887414906615448,Healthy
